,商品名称,数量
910,（自取）『天真无邪』单支玫瑰	,2
947,『感恩教师』单枝向日葵搭配满天星韩式花束教师节送老师鲜花	,2
940,鸿运当头招财树绿植盆栽一对	,2
964,『德高望重』满天星韩式小花束教师节送老师鲜花（颜色可选）	,2
834,『优质绿植』小绿萝居家绿植送朋友送客人（5盆起配送）	,2
833,单只红玫瑰不配送	,2
963,『爱的海洋』满天星花束糖果球网红灯送女友送老婆生日礼物	,2
949,白色情人节-11枝白玫瑰礼盒送爱人母亲同事朋友领导	,2
970,[满天星辰]粉色进口满天星精品手提袋赠送许愿灯	,2
831,『中元节』黄白菊搭配百合混搭大花圈 祭奠殡葬专用	,2
969,『如故』33枝粉玫瑰花束七夕情人节送女友生日礼物鲜花店	,2
830,『径情直遂』11枝红玫瑰搭配白色满天星花束赠送精致小皇冠	,2
829,尤加利叶子	,2
828,七夕爆款-11枝粉玫瑰满天星花束	,2
827,『爱意绵绵』9枝白粉瑰混搭花束 520情人节 鲜花店爆款	,2
967,19朵粉色雪山公主抱抱满天繁星	,2
826,教师节单支向日葵(限自取)	,2
966,『步步高升绣球+玫瑰+满天星+桔梗开业花篮	,2
825,『日进斗金』年宵花银柳圆形福桶装饰送亲人送朋友年宵节	,2
955,『千娇百媚』33枝红玫瑰搭配尤加利韩式花束七夕情人节鲜花店	,2
954,『心有灵犀』19枝粉玫瑰搭配银叶菊礼盒 38女神节生日礼物	,2
824,『鸳鸯壁合』康乃馨混搭玫瑰五彩手捧花送情人送老婆爱意无价	,2
823,橙色芭比小玫瑰	,2
953,向日葵搭配香槟玫瑰尤加利家居瓶插	,2
951,『天天年年』9枝红玫瑰鲜花束七夕情人节送女朋友鲜花	,2
950,『亭亭玉立』11枝粉玫瑰配尤加利韩式花束情人节礼物鲜花	,2
965,『天真无邪』单支玫瑰自取不配送	,2
822,【小可爱】11朵粉玫瑰鲜花束送对象恋人生日鲜花同城花店配送	,2
817,『花容月貌』11枝红玫瑰搭配相思梅精致礼盒鲜花情人节送女友	,2
818,（限量抢购仅限自提）单枝向日葵精美小花束	,2
821,『寸心如意』8枝非洲菊弗朗家居花	,2
820,[美好时光]3支向日葵香槟玫瑰折射多头玫瑰混搭款	,2
971,『喜庆满堂红玫瑰+开业花篮庆典玫瑰混搭一只	,2
968,一见倾心〔粉色雪山洋桔梗粉绣球〕新款	,2
835,『长长久久』9枝粉玫瑰搭配粉色满天星精致花束	,2
959,【七夕情人节鲜花-主推款】9枝红玫瑰满天星送女友礼物鲜花花束	,2
957,单枝向日葵拍照神器鲜花	,2
958,向日葵搭配白玫瑰小雏菊尤加利家居瓶插	,2
956,99朵红玫瑰花束	,2
840,『心中有你』6枝粉玫瑰搭配满天星精致花束	,2
839,红色康乃馨	,2
837,『守望幸福』52枝红玫瑰搭配尤加利韩式花束送女友情人花束	,2
836,『爱情契约』11枝粉色康乃馨搭配8枝玫瑰混搭花束 女神节	,2
838,一心一意]11朵粉色雪山清新款	,2
972,『活动特惠』11只红玫瑰韩式花束七夕情人节鲜花	,2
960,【七夕情人节鲜花-主推款】9枝粉玫瑰满天星送女友礼物鲜花花束	,2
962,『温香艳玉』11枝红玫瑰花搭配尤加利礼盒七夕情人节礼物鲜花	,2
961,致恩师教师节11朵粉色康乃馨花束	,2
948,『BH07』11枝红玫瑰搭配尤加利花束圣诞节送闺蜜鲜花店	,2
819,『日常家居鲜花』小束白色洋桔梗（一公里内配送，不带瓶装。）	,2
1402,『富贵临门』大麦大卖开业花篮送朋友送客人鲜花	,1
1418,『中元节』30枝白黄菊搭配鱼尾草混搭 祭奠殡葬专用	,1
1391,『日常家居鲜花』3枝粉玫瑰（自取款，不带瓶装。）	,1
1390,『日常家居鲜花』小束洋甘菊（自取款）	,1
1417,『爆款推荐』11枝红玫瑰花束七夕情人节爆款礼物送女友鲜花店	,1
1389,母亲节 油画风手提花篮	,1
1388,韩式网红气球抱抱桶B款	,1
1387,大吉大利开业花篮一对	,1
1386,11枝红玫瑰搭配桔梗尤加利韩式花束	,1
1385,『情比金坚』19枝红玫瑰尤加利叶韩式花束七夕情人节礼物鲜花店	,1
1393,『共挽鹿车』33枝粉玫瑰搭配尤加利礼盒情人节送女友鲜花店	,1
1384,『比翼双飞』19枝香槟玫瑰搭配尤加利礼盒七夕情人节礼物鲜花	,1
1419,『含露低垂』7朵香水百合6月花礼送女友鲜花花束	,1
1383,『花信年华』11枝香槟玫瑰搭配尤加利礼盒七夕情人节礼物鲜花店	,1
1420,『良师诤友 』粉康乃馨花束教师节送老师送长辈鲜花	,1
1382,『美满良缘』11枝红玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花	,1
1380,?至死不渝?粉色满天星鲜花花束送爱人女友闺蜜礼物	,1
1381,『心动爱人』11枝红玫瑰网红怦然心动礼盒 送情人老婆女上司	,1
1392,『日常家居鲜花』3枝粉色康乃馨（自取款，不带瓶装。）	,1
1394,『心有灵犀』9枝粉玫瑰搭配满天星花束送女友送老婆	,1
1412,教师节花束-康乃馨满天星花束免费配送	,1
1396,『一吻便颠倒众生』11枝红玫瑰尤加利礼盒情人节礼物鲜花	,1
1413,阳光-5枝向日葵搭配洋甘菊尤加利花束	,1
1401,『Niu郎款』11枝红玫瑰鲜花花束七夕礼物送女友闺蜜男友鲜花	,1
1400,天长地久  9支红玫瑰花束配尤加利叶，爱意表达，地久天长。	,1
1399,『貌美如花』33枝粉色康乃馨搭配桔梗尤加利花束 七夕节礼物	,1
1398,『桃李芬芳』 9枝香槟玫瑰搭配绣球+3枝向日葵花篮情人节	,1
1403,『华堂焕彩』三脚架开业花篮婚礼布置结婚礼仪演唱会礼品（一个）	,1
1397,『向阳花开』3枝向日葵搭配洋桔梗情人草花束送老师送朋友	,1
1414,『情意绵绵』6枝粉玫瑰满天星花束七夕情人节礼物鲜花店	,1
1404,橙色系婚礼会议小桌花	,1
1405,『教人为善』11枝香槟玫瑰+6朵百合花束 教师节礼物 送老师	,1
1415,『小幸福』向日葵玫瑰混搭花束送朋友送同学推荐	,1
1411,网红-玫瑰百合混搭花束送老师送朋友推荐	,1
1416,三生有幸 11枝粉色康乃馨礼盒-生日鲜花长辈甄选	,1
1410,『大卖』大麦满天星开业花篮（一个）	,1
1409,假花瓣1000片	,1
1395,母亲节-滴水之恩『11朵红色康乃馨+3朵玫瑰花束』送妈妈母亲	,1
1408,开业大吉-开业花篮 1个 下单前联系商家	,1
1554,简约玻璃花瓶高15厘米	,1
1379,?艳阳高照?11枝粉玫瑰花束送女友送老婆鲜花爱意无价	,1
1338,『感恩教师』3枝康乃馨搭配满天星韩式花束教师节送老师鲜花	,1
1349,『精品绿植』发财树居家绿植送客人送朋友	,1
1348,粉色爱恋，韩式混搭小花束	,1
1347,『情投意合』11枝粉玫瑰搭配尤加利花束七夕情人节礼物鲜花店	,1
1346,『爱的就是你』52枝红玫瑰高端心形礼盒七夕情人节礼物鲜花店	,1
1345,『CL16』19枝香槟玫瑰搭配桔梗浪漫礼盒圣诞节送闺蜜鲜花店	,1
1344,桃李三千教师节19朵红色康乃馨花束	,1
1343,『爱情永固』11枝红玫瑰尤加利送女神爱人情人节鲜花礼盒	,1
1342,单枝 玫瑰 自取款	,1
1341,『白璧无瑕』5朵百合小型花束鲜花七夕礼物送女友鲜花	,1
1340,『冰雪聪明』12枝香槟玫瑰搭配尤加利花束七夕礼物情人节鲜花	,1
1339,『锲而不舍』11枝粉玫瑰搭配尤加利花束七夕礼物情人节鲜花	,1
1337,『能者为师』11枝粉色康乃馨礼盒母亲节送父母送爱人鲜花	,1
1378,?织女?11枝香槟玫瑰搭配尤加利花束七夕礼物鲜花店	,1
1336,『店家推荐』店铺特价小花瓶自取款送朋友	,1
1335,『七夕爆款』99枝红玫瑰女王皇冠款（下单就送led闪灯）	,1
1334,『辛勤园丁』11枝粉玫瑰搭配满天星花束教师节礼物鲜花	,1
1333,『极婺联辉』11枝黄玫瑰搭配尤加利花束送情人送老婆	,1
1332,『答疑解惑』高雅满天星花束教师节送老师送长辈鲜花	,1
1331,『休声美誉』精致包装搭配迷人玫瑰花花束送朋友送老师′	,1
1330,『良辰美景』精致包装搭配美艳向日葵花花束送朋友送老师′	,1
1329,『郎才女貌』24枝红玫瑰搭配黄英礼盒七夕情人节礼物鲜花店	,1
1328,『芳年华月』精致小圆纸桶搭配随机惊喜花束送朋友送老师′	,1
1327,『玉软花柔』3枝红色康乃馨搭配尤加利韩式花束自取款(不配送)	,1
1326,『相见恨晚』11枝香槟玫瑰搭配满天星栀子叶礼盒七夕情人节	,1
1350,『精品绿植』龟皮叶居家绿植送客人送朋友	,1
1351,『父亲节』9枝向日葵混搭花束送长辈送父亲鲜花	,1
1352,『遥远思念』19枝粉康乃馨搭配尤加利花束母亲节送父母鲜花	,1
1353,『AWM』99枝红玫瑰女王送女友礼盒 推荐鲜花店	,1
1377,?玉树琼枝?混搭玫瑰搭配绣球手捧花送爱人送老婆爱意无价	,1
1376,?艳丽动人?19枝红玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花店	,1
1375,?钟爱?单枝粉玫瑰 1公里内配送 1公里外拍下不配送	,1
1374,黄白菊混搭弗朗鲜花花篮 清明节中元节祭奠鲜花	,1
1373,『给你的爱』52枝红玫瑰花束 七夕送女友情人节礼物推荐鲜花店	,1
1372,『永久的爱』19枝红玫瑰搭配尤加利花束情人节礼物鲜花	,1
1371,『倾城倾国』11枝红玫瑰配尤加利韩式花束情人节礼物鲜花	,1
1370,『日常家具鲜花』一枝向日葵搭配雏菊韩式花束特价款	,1
1369,师恩难忘教师节预定爆款	,1
1422,『蜡炬成灰泪始干 』康乃馨花束教师节送老师送长辈鲜花	,1
1367,孜孜不倦教师节向日葵花束送老师	,1
1366,家居瓶插花白玫瑰搭配尤加利叶	,1
1365,浪漫粉色雪山家居瓶插	,1
1364,『日常家居鲜花』小束洋甘菊	,1
1362,『欢乐时光』5枝向日葵洋桔梗花束送老师送同学鲜花	,1
1361,『于飞之乐』蓝色绣球搭配桔梗手捧花送情人送老婆爱意无价	,1
1360,『日常家居鲜花』3枝白百合）	,1
1359,『诗和远方』11枝粉玫瑰搭配满天星花束七夕情人节鲜花	,1
1358,『福禄鸳鸯』11枝香槟玫瑰搭配2支百合七夕情人节礼物鲜花	,1
1357,太阳花束干花天然	,1
1356,『花颜月下』29枝红玫瑰七夕情人节鲜花	,1
1355,『网红推荐』网红小花束单只自取款	,1
1354,简约玻璃花瓶	,1
1421,『德隆望尊』精致包装搭配满天星花束教师节送老师送长辈鲜花	,1
1438,『福禄鸳鸯』11枝蓝色妖姬花束七夕情人节礼物	,1
1423,【店家推荐】向日葵小花束活动促销爆款自取款	,1
1592,『精致盆栽』特价多肉盆栽防辐射珊瑚捧（带盆）	,1
1577,『情义深浓』11枝玫瑰礼盒送女友送老婆鲜花	,1
1579,『Classic C4款』19枝红玫瑰鲜花花束	,1
1516,『道歉款』11枝粉玫瑰搭配尤加利花束七夕情人节礼物鲜花店	,1
1512,『卿粉佳人』19枝粉玫瑰搭配尤加利韩式花束送情人送闺蜜鲜花	,1
1585,『花香鸟语』香槟玫瑰搭配向日葵混搭韩式花束送女友送老婆鲜花	,1
1586,『嬉戏玩乐』六一特别礼C款送儿童送老师礼物鲜花	,1
1509,『繁花似锦』99枝红玫瑰花鲜花束送女友生日鲜花礼物鲜花店	,1
1587,『天真烂漫』六一特别礼A款送儿童送老师礼物鲜花	,1
1588,[一心一意爱你]11朵玫瑰粉色满天星花束赠送许愿灯	,1
1590,『事事如意』单枝向日葵搭配百合玫瑰混搭花束	,1
1591,【不离不弃 】11朵混搭玫瑰搭配2枝向日葵送女友送爱人送情人	,1
1502,白色满天星B款	,1
1604,妈妈您辛苦了 11枝康乃馨鲜花礼盒 送母亲生日鲜花礼物	,1
1595,『同心同德』11枝粉玫瑰搭配尤其加利送女友七夕礼物鲜花	,1
1596,『如花似玉』6枝粉玫瑰+3枝白玫瑰花束礼物鲜花生日鲜花	,1
1597,『玉貌花容』9枝红玫瑰花搭配尤加利礼盒生日鲜花礼物花店鲜花	,1
1598,一支向日葵搭配玫瑰桔梗韩式小花束	,1
1495,『伯劳飞燕』11枝香槟玫瑰搭配向日葵混搭花束生日鲜花礼物	,1
1494,『海枯石烂』19枝红玫瑰搭配满天星礼盒生日鲜花礼物鲜花	,1
1493,『沉默的爱』混搭玫瑰搭配绣球花手提花篮 送女友亲人生日鲜花	,1
1599,『爆款贺卡』需与花束搭配下单 机器打印 单拍没用	,1
1600,『春光灿烂』向日葵手提鲜花花篮 送闺蜜 送情人生日鲜花	,1
1490,『诗情画意』11枝红玫瑰花束搭配白色满天星生日鲜花礼物	,1
1602,『仙姿佚貌』黄白混搭玫瑰搭配向日葵小百合花束送老婆生日鲜花	,1
1521,『提前3天预订』11枝艾莎玫瑰高端花束送女友送老婆鲜花	,1
1576,『妖娆迷人』33枝红玫瑰搭配相思梅花束七夕礼物情人节鲜花	,1
1523,『欢喜』多头百合搭配向日葵混搭花束七夕礼物送老师送同学	,1
1575,『店长推荐』向日葵搭配水果花束送女友送老婆鲜花	,1
1553,『快乐童年』六一特别礼D款送儿童送老师礼物鲜花	,1
1557,『相亲相爱』粉玫瑰白色满天星超豪华后备箱送女友老婆情人爱人	,1
1551,『谈情说爱』19枝白玫瑰鲜花礼盒情人节送爱人女友礼物	,1
1558,『如花似朵』6枝粉玫瑰搭配满天星韩式花束送女友送老婆鲜花	,1
1559,『美满良缘』11枝香槟玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花	,1
1560,『提前3天预订』9枝进口吸色玫瑰高端花束送女友鲜花	,1
1549,『生机勃勃』3枝向日葵搭配康乃馨花束七夕情人节礼物	,1
1562,『天天想你』粉色满天星花束 30cm	,1
1545,『金风送爽』9枝粉玫瑰花搭配满天星送女友送爱人同城配送	,1
1543,『日常家居鲜花』3枝粉百合（不带瓶装）	,1
1541,『千秋几世』5枝粉玫瑰搭配尤加利精美小花束送老婆送爱人	,1
1566,『来自星星的你』蓝色鲜花满天星礼盒礼物送女友推荐鲜花	,1
1538,『日常家居鲜花』3枝黄百合（不带瓶装）	,1
1537,『相爱一生』11枝红玫瑰搭配尤加利韩式花束送女友送老婆鲜花	,1
1568,（自取款）随机小花不带包装自取	,1
1535,『百花飘香』99枝香槟皇冠款鲜花花束七夕情人节礼物鲜花店	,1
1534,『秋兰飘香』混搭玫瑰搭配三朵向日葵花束送女友情人全城配送	,1
1533,『漫天星空』蓝色满天星搭配星空球花束七夕节送女友鲜花049	,1
1569,幸运—向日葵满天星花束	,1
1531,『妖娆迷人』33枝红玫瑰搭配花束七夕礼物情人节鲜花	,1
1570,『前程似锦』3朵向日葵搭配红豆韩式花束毕业季礼物送老师送同学	,1
1527,『大吉大利时尚开业花篮一对	,1
1573,『温柔是你』11枝粉玫瑰搭配尤加利韩式花束送女友送闺蜜鲜花	,1
1603,『织女款』11枝粉玫瑰花礼盒鲜花生日鲜花礼物花店鲜花	,1
1605,『Goddess C5款』19枝红玫瑰搭配尤加利鲜花七夕节	,1
1424,『伯劳飞燕』11枝香槟玫瑰搭配5枝向日葵混搭	,1
1556,单枝尤加利鲜花配花配草副花副草插花	,1
1449,『一生唯爱』33枝红玫瑰礼盒七夕礼物送女友情人节鲜花	,1
1448,『一世不移』9枝红玫瑰花搭配尤加利礼盒送女友送闺蜜鲜花	,1
1447,『精品绿植』富贵叶居家绿植送朋友送客人（一颗）	,1
1446,粉色满天星花束	,1
1445,自取款-----精致花瓣2片	,1
1444,『网红女神款』33枝粉玫瑰白纱花束送女友七夕情人节鲜花	,1
1443,大众开业花篮一对	,1
1442,『觅爱追欢』19枝粉玫瑰搭配尤加粉色相思豆利花束送女友七夕节	,1
1441,『摘下星星给你』粉色满天星搭配星空球花束七夕情人节送女友鲜花	,1
1440,『深情』19枝粉玫瑰搭配尤加利花束七夕礼物送女友送闺蜜鲜花	,1
1439,『高雅素洁』19枝蓝色妖姬礼盒七夕情人节礼物	,1
1437,『阳光温暖』5枝向日葵洋桔梗尤加利花束送老师送同学鲜花	,1
1606,『爆款彩灯』需与花束搭配下单 单拍没用 需与花束搭配下单	,1
1436,『陪伴』19枝粉玫瑰搭配尤加利礼盒七夕礼物送女友鲜花	,1
1435,『柔情蜜意』19枝粉玫瑰配桔梗满天星抱抱桶七夕礼物情人节鲜花	,1
1434,『Blue A1款』11枝蓝色玫瑰鲜花儿七夕节礼物礼盒	,1
1433,『巧夺天工』33枝红玫瑰花搭配桂冠韩式花束送女友七夕礼物	,1
1432,香皂花红玫瑰A款	,1
1431,香皂花向日葵B款	,1
1429,『生意兴隆』三脚架气球开业花篮婚礼布置结婚礼仪演唱会（一对）	,1
1428,单枝粉玫瑰（自取款）	,1
1427,『感恩教师』5枝康乃馨搭配满天星花束教师节（不带手提袋）	,1
1426,『中元节』19枝白黄菊混搭花束 祭奠殡葬专用	,1
1425,『梦笔生花』9枝粉玫瑰搭配粉色满天星韩式花束送女友送老婆鲜花	,1
1450,『美丽的你』9枝混搭玫瑰花搭配尤加利韩式花束七夕情人节鲜花	,1
1451,『一吻便救一个人』11枝红玫瑰尤加利花束七夕礼物礼物鲜花	,1
1452,『诗和远方』11枝粉玫瑰搭配相思梅花束七夕情人节鲜花	,1
1453,『GoddessD1款』33枝红玫瑰鲜花儿相思梅花束七夕礼物	,1
1324,10支粉红雪山玫瑰（一公里内免费配送）	,1
1484,『至死不渝』白色满天星配纱花束送爱人女友闺蜜礼物	,1
1607,『优质绿植』幸福树居家绿植送朋友送客人绿植A	,1
1608,『快乐童年』儿童创意礼韩式花束送儿子送女儿鲜花	,1
1610,『秀外慧中』11枝粉玫瑰搭配尤加利礼盒生日鲜花送女友	,1
1612,『一生情缘』11枝粉玫瑰搭配桔梗混搭鲜花束生日鲜花礼物	,1
1477,财源荿盛热销花篮一对	,1
1614,33朵香槟玫瑰花束	,1
1615,『浪漫情怀』两色粉玫瑰混搭绣球手提鲜花篮生日鲜花送情人送闺蜜	,1
1474,『春花秋月』混搭玫瑰搭配小雏菊精美配花小花束送老婆送爱人	,1
1472,『邂逅之缘』33枝玫瑰黑纱包装表白花束七夕礼物情人节鲜花店	,1
1617,『快乐童年』六一特别礼D款送儿童送老师生日鲜花礼物	,1
1469,『暮翠朝红』19枝红玫瑰花礼盒生日鲜花礼物花店鲜花	,1
1468,妈妈您辛苦了 D5款 11枝康乃馨鲜花礼盒 送母亲七夕礼物	,1
1619,『月满西楼』6枝红玫瑰花搭配尤加利精美小花束生日鲜花礼物	,1
1620,『Blue D7款』33枝蓝妖玫瑰花生日鲜花礼物花店鲜花	,1
1465,『皓月当空』11枝红玫瑰满天星礼盒七夕礼物送女友鲜花	,1
1621,『精致盆栽』芦荟盆栽多肉植物室内（带盆）	,1
1622,『咫尺天涯』粉玫瑰搭配乒乓菊韩式手提花篮生日鲜花礼物鲜花	,1
1623,『国色天香』19枝红玫瑰配尤加利桔梗花束礼物鲜花生日鲜花	,1
1624,『脱颖而出』6朵向日葵搭配桔梗混搭花束毕业季礼物生日鲜花礼物	,1
1625,『情根爱胎』19枝红玫瑰搭配桔梗尤加利礼盒生日鲜花礼物	,1
1454,『楚楚动人』33枝红玫瑰韩式花束送女友七夕情人节鲜花	,1
1325,『爱情契约』11枝粉色康乃馨搭配尤加利花束 七夕礼物	,1
1301,『日常家居鲜花』小束白色雏菊（不带瓶装）	,1
1323,5支小菊2（一公里内免费配送）	,1
1099,『Goddess D3款』33枝红玫瑰花儿 天心礼盒鲜花店	,1
1101,开业盆景金钱树	,1
1102,『嫁给我把』11枝红玫瑰花束情人节送女友送闺蜜鲜花店送花上门	,1
1103,『Lovely D4款』33枝粉鲜花康乃馨+2只小熊鲜花礼盒	,1
1104,『店铺推荐』单枝粉玫瑰花束 仅支持到店自取或3支以上起送	,1
1105,『恭喜发财』三脚架开业花篮结婚礼仪庆典婚礼布置演唱会（一对）	,1
1106,『感受温暖』33枝粉色康乃馨花束 女神节生日礼物	,1
1107,万年青居家绿植送朋友送客人绿植带瓷盆	,1
1108,『琴心相挑』19枝红玫瑰抱抱桶情人节送女友生日快乐鲜花店	,1
1110,『花房姑娘』33枝红玫瑰搭配红豆花束送女友 送闺蜜鲜花	,1
1111,『星光璀璨时尚满天星韩式开业花篮一个	,1
1112,『Blue D2款』【33枝蓝色玫瑰鲜花儿七夕礼物礼盒】	,1
1113,妈妈您辛苦了 D5款 11枝康乃馨鲜花礼盒 送母亲送亲人	,1
1114,教师节鲜花送老师花束L款	,1
1115,教师节鲜花送老师B款	,1
1116,红豆相思豆	,1
1100,『纯真无邪』六一儿童创意礼D款送儿童送老师礼物鲜花	,1
1097,『两情相悦』33枝粉色玫瑰花搭配尤加利送人鲜花送女友鲜花店	,1
1118,母亲节-体贴入微 19朵康乃馨配满天星鲜花花束 送妈妈送母亲	,1
1096,『感念师恩』19枝康乃馨+8朵百合花束 教师节礼物 送老师	,1
1081,1枝香槟玫瑰 不配送 不带瓶 不包装 仅自取	,1
1082,『天长地久』19枝香槟玫瑰尤加利送老婆女友情人节鲜花花束	,1
1083,『独爱一人』11枝香槟玫瑰搭配尤加利花束七夕节送女友鲜花店	,1
1084,『艳阳高照』11枝粉玫瑰花束送女友送老婆鲜花爱意无价	,1
1085,高档大气开业乔迁送礼	,1
1086,开业乔迁鸿运当头一盆	,1
1087,平安树绿色盆栽	,1
1088,『枯木逢春』红玫瑰搭配蓬莱松礼盒情人节送女友鲜花店	,1
1089,『店家推荐』20枝粉康乃馨家居鲜花（预售，到店自取款）	,1
1090,『琦年玉貌』6枝香槟玫瑰搭配3枝向日葵混搭花束送老师鲜花	,1
1091,『步步高升』3枝向日葵简约韩式花束送老师鲜花	,1
1092,『前程似锦』6枝向日葵搭配6枝香槟玫瑰混搭花束送老师鲜花	,1
1093,『学而不厌』19枝康乃馨搭配桔梗花束 教师节礼物 送老师	,1
1094,『美不胜收』33枝红玫瑰搭配尤加利韩式花束七夕情人节鲜花	,1
1095,『生机勃勃』5枝向日葵搭配红豆尤加利韩式花束送朋友送同学鲜花	,1
1117,11朵红玫瑰花束06	,1
1119,『精品绿植』大号绿萝居家绿植送客人送朋友（一颗带架子）	,1
1077,开业花篮B款（一对）	,1
1139,（美好时光）19朵戴安娜粉色玫瑰满天星点缀礼盒	,1
1141,『春风得意』19玫瑰搭配黄莺礼盒七夕礼物送女友鲜花	,1
1142,99朵红玫瑰花束08	,1
1143,11朵红玫瑰花束（02）	,1
1144,11朵红玫瑰花束03	,1
1145,生日花束送姐妹，同事	,1
1146,『财源广进』开业大麦韩式抱抱桶送朋友送客人鲜花	,1
1147,单枝粉玫瑰花束自取款（不配送）	,1
1148,『日常家居鲜花』小束粉色满天星（一公里内配送，花瓶随机。）	,1
1151,秋风送喜网红大麦开业花篮（1个）	,1
1152,一生一世的爱	,1
1153,『生意兴隆』三脚架气球开业花篮	,1
1154,香水白百合六七个花苞	,1
1155,满天星	,1
1156,『金枝玉叶』11枝黄玫瑰搭配尤加利花束七夕礼物送女友鲜花	,1
1158,33朵红玫瑰花束（03）	,1
1140,11朵艾莎玫瑰花束	,1
1138,【热卖A款】工艺花饰 永生花永恒不变的爱	,1
1120,『精致干花』特价版天然麦穗干花（带瓶）	,1
1137,【永生花】99朵铂金玫瑰 工艺玫瑰不变形  不褪色大花束	,1
1122,爱的见证百合花束	,1
1123,一生一世 11朵红玫瑰花束礼盒装	,1
1124,19支粉玫瑰花束	,1
1125,Goddess C4款19枝红玫瑰鲜花礼盒七夕情人节鲜花	,1
1126,一米花束小灯 搭配花束更漂亮-～	,1
1127,网红许愿兔干花花束许愿灯送闺蜜送女友	,1
1128,『教书育人』19枝粉玫瑰搭配尤加利花束 教师节礼物 送老师	,1
1129,要你幸福	,1
1130,向阳而生	,1
1131,浪漫，梦幻，守护梦想的独角兽	,1
1132,『求婚』199枝红玫瑰精致大型黑纱花束七夕送女友礼物鲜花	,1
1133,『红红火火』三脚架开业花篮婚礼布置结婚礼仪演唱会庆典（1个）	,1
1134,『繁花似锦』99枝红玫瑰花鲜花束送女友生日礼物送女友鲜花店	,1
1135,『天生丽质』向日葵粉康乃馨洋桔梗小花束送老师送师生（自提款）	,1
1136,【金粉玫瑰】99朵金粉玫瑰花束 高端款 送亲人送爱人送朋友	,1
1078,『父亲节』3朵向日葵搭配玫瑰混搭花束父亲节礼物送父亲鲜花	,1
1076,『爱你每一天』粉色满天星花束七夕情人节礼物送女友礼物鲜花	,1
1322,5支小雏菊1（一公里内免费配送）	,1
1017,风情月意·19只精美礼盒精品玫瑰	,1
1019,『新店特惠』11支红玫瑰搭配满天星礼盒	,1
1020,『爱意绵绵』11枝红玫瑰韩式花束送女友送老婆鲜花	,1
1021,『桃李芬芳』向日葵，搭配尤加利花束教师节礼物鲜花店	,1
1022,『百花飘香』99枝红玫瑰花礼盒七夕情人节礼物鲜花店	,1
1023,就是喜欢 52朵蓝玫瑰花束	,1
1024,神秘之爱，蓝色满天星高端礼盒	,1
1025,『兴业长新』三脚架开业花篮婚礼布置结婚礼仪庆典（一对）190	,1
1026,『春风得意』三脚架开业花篮婚礼布置开业大麦（一对）	,1
1027,情真意切11枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花	,1
1028,日常家居鲜花小束蓝色满天星（一公里内配送，不带瓶装。）	,1
1029,『Lovely D2』33枝戴安娜鲜花+配草 送女友花束	,1
1030,日常家居鲜花小束白色雏菊（一公里内配送）	,1
1031,天天想念 粉色满天星简单小花束（自取）	,1
1032,『富贵吉祥』富贵竹两把不含花瓶送父母五公里不送仅限五公里内	,1
1033,精致19枝红玫瑰花盒	,1
1018,『父亲节』11枝玫瑰搭配向日葵混搭抱抱桶父亲节送父亲鲜花	,1
1016,【为人师表】3朵向日葵混搭花束	,1
1035,教师节向日葵小花束(自提)	,1
1015,【致青春致成长】4枝向日葵混搭花束	,1
1000,『三尺讲台』19枝红玫瑰+6朵百合花束 教师节礼物 送老师	,1
1001,桃李芬芳11枝香槟玫瑰搭配尤加利花束教师节礼物鲜花店	,1
1002,今日特卖向日葵花束	,1
1003,『裙子好球』33枝红玫瑰礼盒七夕礼物送女友情人节鲜花	,1
1004,『魂牵梦索』满天星鲜花花束七夕情人节礼物送女友推荐鲜花	,1
1005,『恩重如山』5枝向日葵花束七夕情人节日礼物送老师鲜花	,1
1006,『如星璀璨』满天星花束 糖果球红灯送女友送老婆七夕礼物	,1
1007,『Classic B4款』表白神器11枝红玫瑰七夕情人节鲜花	,1
1008,教师节花束3束起送	,1
1009,『Goddess C5款』19枝香槟玫瑰+2只小熊七夕节礼盒	,1
1010,『阳光灿烂』9枝香槟玫瑰4枝向日葵混搭花束送老师	,1
1011,『师恩难忘』6枝向日葵洋桔梗花束	,1
1012,单支向日葵毕业拍照神器（只限自取）	,1
1013,到店自取『情真意切』11枝粉玫瑰搭配尤加利韩式花束	,1
1014,【财源广进】粉色气球开业花篮 一对	,1
1034,11支红枚花束	,1
1036,『红艳欲滴』33枝红玫瑰花束	,1
1075,『朝朝暮暮』99枝红玫瑰圣诞节花束推荐鲜花店141	,1
1056,【高风亮节】拉絲弗朗 向日葵小雏菊花束	,1
1059,『锲而不舍』19枝粉玫瑰搭配尤加利花束送老婆送爱人送朋友	,1
1060,『不得不爱』19枝粉玫瑰鲜花满天星韩式混搭花束爆款推荐！！	,1
1061,『白色情人节』-52枝白玫瑰送女友花束 推荐鲜花店	,1
1062,『Recommend S3款』8枝白色玫瑰3枝粉玫送女友鲜花	,1
1063,『爱意浓浓』19枝粉玫瑰搭配2只小熊韩式花束七夕情人节礼盒	,1
1064,『爱情爱情』19枝红玫瑰搭配两朵百合鲜花送女友礼盒	,1
1065,混搭洋桔梗家居鲜花摆设鲜花约300克（仅自取）	,1
