,日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）,接单时间
17475,	20200824-20200826,94909412141837702,2020-08-25 11:26:45	,564秒,茗蔓花艺（七夕情人节，告白，鲜花）	,9490941,阳江	,在线支付,订单取消,用户提交订单,否,399.0,146.0,0.0,272.0,约惠七夕19枝	,『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花,,38014	,1,399.0,146.0,253.0,253.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花原价399.0元现价149.0元/门店新客立减3.0元	,是,未回复,,0.00分,0.0,,其他	,564
17479,	20200824-20200826,94909441294596594,2020-08-25 11:07:10	,2秒,beriscouture（七夕预定，表白，鲜花）	,9490944,杭州	,在线支付,订单取消,用户提交订单,否,348.0,136.0,0.0,231.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,136.0,212.0,212.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,2
17480,	20200824-20200826,94909440372010069,2020-08-25 11:23:14	,1秒,beriscouture（七夕预定，表白，鲜花）	,9490944,杭州	,在线支付,订单取消,用户提交订单,否,369.0,146.0,0.0,242.0,约惠七夕19枝	,『秀丽淡雅』19枝香槟玫瑰搭配桔梗花束七夕情人节礼物鲜花店,,TH008	,1,369.0,146.0,223.0,223.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『秀丽淡雅』19枝香槟玫瑰搭配桔梗花束七夕情人节礼物鲜花店原价369.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,1
17483,	20200824-20200826,94909443900237471,2020-08-25 11:59:49	,1秒,beriscouture（七夕预定，表白，鲜花）	,9490944,杭州	,在线支付,订单取消,用户提交订单,否,399.0,146.0,0.0,272.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,146.0,253.0,253.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,1
17504,	20200824-20200826,94909441165886577,2020-08-25 11:48:42	,1秒,beriscouture（七夕预定，表白，鲜花）	,9490944,杭州	,在线支付,订单取消,用户提交订单,否,269.0,129.0,0.0,159.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,129.0,140.0,140.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,1
17508,	20200824-20200826,94909442501118848,2020-08-25 14:50:42	,0秒,beriscouture（七夕预定，表白，鲜花）	,9490944,杭州	,在线支付,订单取消,用户提交订单,是,399.0,137.0,0.0,281.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,137.0,262.0,262.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/用户使用了支付红包减4元/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17517,	20200824-20200826,94909462386186755,2020-08-25 08:32:17	,1秒,初心花坊·七夕鲜花	,9490946,潍坊	,在线支付,订单取消,配送中,否,298.0,159.0,0.0,158.0,约惠七夕11枝	,『鸳鸯比翼』11枝粉玫瑰搭配粉玫瑰礼盒七夕情人节礼物鲜花,,ZMM023	,1,298.0,159.0,139.0,139.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『鸳鸯比翼』11枝粉玫瑰搭配粉玫瑰礼盒七夕情人节礼物鲜花原价298.0元现价159.0元	,否,未回复,,0.00分,0.0,,其他	,1
17522,	20200824-20200826,94909460026515543,2020-08-25 10:20:11	,0秒,初心花坊·七夕鲜花	,9490946,潍坊	,在线支付,订单取消,用户提交订单,否,298.0,159.0,0.0,158.0,约惠七夕11枝	,『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店,,TH002	,1,298.0,159.0,139.0,139.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店原价298.0元现价159.0元	,是,未回复,,0.00分,0.0,,其他	,0
17523,	20200824-20200826,94909463213192828,2020-08-25 10:38:21	,1秒,初心花坊·七夕鲜花	,9490946,潍坊	,在线支付,订单取消,用户提交订单,否,278.0,173.0,0.0,124.0,满天星星づ———	,『情深似海』混搭满天星鲜花花束 送女友送闺蜜推荐鲜花,,CBA321	,1,278.0,173.0,105.0,105.0,0.0,否,0,0.0,0.0,0.0,是,满200.0元减100.0元/满59.0元赠赠送精美贺卡（可写祝福语*1/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,1
17525,	20200824-20200826,94909463968253920,2020-08-25 18:26:52	,1秒,初心花坊·七夕鲜花	,9490946,潍坊	,在线支付,订单取消,用户提交订单,否,269.0,159.0,0.0,129.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,159.0,110.0,110.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价159.0元	,否,未回复,,0.00分,0.0,,其他	,1
17530,	20200824-20200826,94940980372010069,2020-08-25 20:45:20	,170秒,No.1花艺美学馆	,9494098,安庆	,在线支付,订单取消,用户提交订单,否,245.0,96.0,0.0,168.0,折扣专区づ———	,『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店,,DZTJ01	,1,245.0,96.0,149.0,149.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『店长推荐』3枝白玫瑰+6枝粉玫瑰搭配满天星七夕情人礼物原价245.0元现价99.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,170
17542,	20200824-20200826,94940983213192828,2020-08-25 17:05:50	,11秒,No.1花艺美学馆	,9494098,安庆	,在线支付,订单取消,配送中,否,245.0,165.0,0.0,99.0,热销专区づ———	,『枫叶流丹』11枝红玫瑰搭配白桔梗礼盒情人节送女友鲜花店,,QRJ004	,1,245.0,165.0,80.0,80.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『枫叶流丹』11枝红玫瑰搭配白桔梗礼盒七夕情人节送女友鲜花原价245.0元现价168.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,11
17547,	20200824-20200826,94940982342655417,2020-08-25 20:44:47	,35秒,No.1花艺美学馆	,9494098,安庆	,在线支付,订单取消,用户提交订单,否,245.0,96.0,0.0,168.0,折扣专区づ———	,『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店,,DZTJ01	,1,245.0,96.0,149.0,149.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『店长推荐』3枝白玫瑰+6枝粉玫瑰搭配满天星七夕情人礼物原价245.0元现价99.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,35
17550,	20200824-20200826,95007193507886661,2020-08-24 20:59:13	,0秒,幸福驿站鲜花（七夕情人节，告白，鲜花）	,9500719,南阳	,在线支付,订单取消,用户提交订单,否,338.0,255.0,0.0,102.0,店长推荐づ——	,『含情脉脉』19枝红玫瑰抱抱桶520送女友情人节礼物鲜花,,ZMM025	,1,338.0,255.0,83.0,83.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『含情脉脉』19枝红玫瑰抱抱桶七夕礼物送女友情人节礼物鲜花原价338.0元现价258.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17551,	20200824-20200826,95007194202385165,2020-08-24 21:46:36	,0秒,幸福驿站鲜花（七夕情人节，告白，鲜花）	,9500719,南阳	,在线支付,订单取消,用户提交订单,是,245.0,161.0,0.0,103.0,约惠七夕11枝	,『Recommend S3款』8枝白色玫瑰3枝粉色玫瑰鲜花店,,Z0027	,1,245.0,161.0,84.0,84.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『Recommend S款』8枝白玫瑰3枝粉玫七夕情人节鲜花原价245.0元现价169.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17555,	20200824-20200826,95007192937720990,2020-08-24 23:15:56	,0秒,幸福驿站鲜花（七夕情人节，告白，鲜花）	,9500719,南阳	,在线支付,订单取消,用户提交订单,是,159.0,106.0,0.0,72.0,蓝色爱恋づ———	,『Blue A1款』11枝蓝色玫瑰鲜花儿+配草 礼盒,,AWE123456	,1,159.0,106.0,53.0,53.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满59.0元赠赠送精美贺卡（可写祝福语*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17559,	20200824-20200826,95007192800320932,2020-08-24 11:31:58	,0秒,幸福驿站鲜花（七夕情人节，告白，鲜花）	,9500719,南阳	,在线支付,订单取消,用户提交订单,是,258.0,181.0,0.0,96.0,约惠七夕19枝	,『Goddess C2款』19枝戴安娜鲜花儿+配草 礼盒,,C2ZK03	,1,258.0,181.0,77.0,77.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『Goddess C2款』19枝戴安娜+配草七夕情人节礼盒原价258.0元现价189.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17567,	20200824-20200826,95007190915830123,2020-08-24 21:24:49	,0秒,幸福驿站鲜花（七夕情人节，告白，鲜花）	,9500719,南阳	,在线支付,订单取消,用户提交订单,是,218.0,115.0,0.0,122.0,活动专区づ———	,『堂堂正正』5朵向日葵搭配红豆混搭花束送长辈送父亲鲜花,,,1,218.0,115.0,103.0,103.0,0.0,否,0,0.0,0.0,0.0,是,满200.0元减100.0元/满59.0元赠赠送精美贺卡（可写祝福语*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17568,	20200824-20200826,95007190245891374,2020-08-24 21:33:48	,0秒,幸福驿站鲜花（七夕情人节，告白，鲜花）	,9500719,南阳	,在线支付,订单取消,用户提交订单,否,299.0,196.0,0.0,122.0,蓝色爱恋づ———	,『Blue A3款』19枝蓝色玫瑰鲜花+配草+2只小熊 礼盒,,SAD1231ZS	,1,299.0,196.0,103.0,103.0,0.0,否,0,0.0,0.0,0.0,是,满200.0元减100.0元/满59.0元赠赠送精美贺卡（可写祝福语*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17574,	20200824-20200826,95007191795091754,2020-08-25 23:18:35	,0秒,幸福驿站鲜花（七夕情人节，告白，鲜花）	,9500719,南阳	,在线支付,订单取消,用户提交订单,否,348.0,160.0,0.0,207.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,160.0,188.0,188.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价168.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17578,	20200824-20200826,95173293966510833,2020-08-24 21:59:08	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,是,399.0,141.0,0.0,297.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,141.0,258.0,258.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17579,	20200824-20200826,95173291601381307,2020-08-24 22:34:13	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,是,298.0,150.0,0.0,187.0,店长推荐づ——	,『雅致婉约』19枝香槟玫瑰搭配情人草礼盒520情人节礼物鲜花,,ZMM020	,1,298.0,150.0,148.0,148.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『雅致婉约』19枝香槟玫瑰搭配情人草礼盒七夕礼物情人节鲜花原价298.0元现价158.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,2020-08-25 15:22:51	,其他	,0
17580,	20200824-20200826,95173292800320932,2020-08-24 22:50:25	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,198.0,145.0,0.0,92.0,活动专区づ———	,『春风得意』11枝黄玫瑰搭配黄莺礼盒6月花礼送女友鲜花,,,1,198.0,145.0,53.0,53.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满50.0元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,2020-08-25 03:30:07	,其他	,0
17581,	20200824-20200826,95173290597893318,2020-08-24 23:33:05	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,是,269.0,118.0,8.0,182.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,118.0,151.0,143.0,8.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了首单支付红包减8元/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17582,	20200824-20200826,95173293736842411,2020-08-24 21:39:12	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,是,598.0,231.0,0.0,406.0,约惠七夕33枝	,『红艳欲滴』33枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店,,QRJ009	,1,598.0,231.0,367.0,367.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『红艳欲滴』33枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店原价598.0元现价239.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
17584,	20200824-20200826,95173292620144691,2020-08-24 23:11:27	,1秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,298.0,121.0,0.0,216.0,约惠七夕11枝	,『鸳鸯比翼』11枝粉玫瑰搭配粉玫瑰礼盒七夕情人节礼物鲜花,,ZMM023	,1,298.0,121.0,177.0,177.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『鸳鸯比翼』11枝粉玫瑰搭配粉玫瑰礼盒七夕情人节礼物鲜花原价298.0元现价129.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,2020-08-25 03:49:11	,其他	,1
17585,	20200824-20200826,95173290402766777,2020-08-24 23:31:20	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,是,369.0,151.0,0.0,257.0,约惠七夕19枝	,『清新高雅』19枝香槟玫瑰搭配情人草礼盒七夕情人节礼物鲜花店,,38034	,1,369.0,151.0,218.0,218.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『清新高雅』19枝香槟玫瑰搭配情人草礼盒七夕情人节礼物鲜花店原价369.0元现价159.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,2020-08-25 14:47:13	,其他	,0
17587,	20200824-20200826,95173293470084206,2020-08-25 00:31:30	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,269.0,126.0,0.0,182.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,126.0,143.0,143.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17588,	20200824-20200826,95173292386186755,2020-08-25 01:47:47	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,258.0,131.0,0.0,166.0,店长推荐づ——	,『爱不释手』8枝粉玫瑰+3枝白玫瑰礼盒520送女友情人节鲜花,,ZMM012	,1,258.0,131.0,127.0,127.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『爱不释手』8枝粉玫瑰+3枝白玫瑰礼盒七夕礼物情人节鲜花原价258.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,2020-08-25 15:14:38	,其他	,0
17589,	20200824-20200826,95173293382704585,2020-08-25 02:11:29	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,399.0,146.0,0.0,292.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,146.0,253.0,253.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17591,	20200824-20200826,95173291300204059,2020-08-25 04:50:10	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,198.0,152.0,3.0,82.0,店长推荐づ——	,『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒520送女友情人节鲜花,,ZMM002	,1,198.0,152.0,46.0,43.0,3.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了支付红包减3元/购买『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒七夕礼物情人节鲜花原价198.0元现价158.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,2020-08-25 14:36:25	,其他	,0
17592,	20200824-20200826,95173294016847411,2020-08-25 07:58:20	,5秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,369.0,146.0,0.0,262.0,约惠七夕11枝	,『福禄鸳鸯』11枝蓝色妖姬搭配满天星花束七夕情人节礼物鲜花,,XH007	,1,369.0,146.0,223.0,223.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『福禄鸳鸯』11枝蓝色妖姬搭配满天星花束七夕情人节礼物鲜花原价369.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,2020-08-25 13:52:44	,其他	,5
17593,	20200824-20200826,95173293892506751,2020-08-25 08:05:24	,1秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,258.0,145.0,5.0,147.0,折扣专区づ———	,『香橙』19枝香槟玫瑰礼盒鲜花送女友朋友生日礼物送闺蜜送亲人,,XC01	,1,258.0,145.0,113.0,108.0,5.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『香橙』19枝香槟玫瑰礼盒鲜花送女友朋友七夕礼物送闺蜜送亲人原价258.0元现价158.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,1
17595,	20200824-20200826,95173290075108782,2020-08-25 08:44:41	,4秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,269.0,113.0,8.0,187.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,113.0,156.0,148.0,8.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了首单支付红包减8元/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,4
17596,	20200824-20200826,95173293982058332,2020-08-25 08:50:41	,2秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,298.0,205.0,0.0,132.0,热销专区づ———	,『桃花流水』19枝红玫瑰搭配满天星礼盒情人节送女友鲜花店,,QRJ012	,1,298.0,205.0,93.0,93.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『桃花流水』19枝红玫瑰搭配满天星礼盒七夕情人节送女友鲜花原价298.0元现价208.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,2
17597,	20200824-20200826,95173292718691708,2020-08-25 08:54:46	,6秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,配送中,否,318.0,155.0,0.0,202.0,店长推荐づ——	,『海枯石烂』19枝红玫瑰搭配满天星礼盒520送女友情人节鲜花,,ZMM022	,1,318.0,155.0,163.0,163.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『海枯石烂』19枝红玫瑰搭配满天星礼盒七夕礼物情人节鲜花原价318.0元现价158.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,6
17598,	20200824-20200826,95173293123430734,2020-08-25 09:04:09	,4秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,338.0,255.0,0.0,122.0,热销专区づ———	,『盛夏光年』33枝红玫瑰黑纱花束情人节送女友鲜花店,,QRJ023	,1,338.0,255.0,83.0,83.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『盛夏光年』33枝红玫瑰黑纱花束七夕情人节送女友鲜花店原价338.0元现价258.0元/门店新客立减3.0元/送3元商家代金券	,是,未回复,,0.00分,0.0,,其他	,4
17600,	20200824-20200826,95173290372010069,2020-08-25 09:10:29	,2秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,配送中,否,348.0,136.0,0.0,251.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,136.0,212.0,212.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,2
17601,	20200824-20200826,95173293605089781,2020-08-25 09:19:10	,3秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,348.0,126.0,5.0,256.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,126.0,222.0,217.0,5.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,3
17602,	20200824-20200826,95173293774986605,2020-08-25 09:21:42	,6秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,348.0,136.0,0.0,251.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,136.0,212.0,212.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,6
17603,	20200824-20200826,95173291069511785,2020-08-25 10:34:53	,0秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,是,338.0,235.0,0.0,142.0,热销专区づ———	,『衣袂飘摇』33枝香槟玫瑰搭配银叶菊韩式花束,,QRJ024	,1,338.0,235.0,103.0,103.0,0.0,否,0,0.0,0.0,0.0,是,满200.0元减100.0元/满50.0元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
17605,	20200824-20200826,95173291223213925,2020-08-25 06:58:32	,2秒,吉祥花店（七夕预定，表白，鲜花）	,9517329,深圳	,在线支付,订单取消,用户提交订单,否,399.0,146.0,0.0,292.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,146.0,253.0,253.0,0.0,否,0,0.0,0.0,0.0,是,满50.0元赠精美贺卡（可写祝福语）*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,2
