商户ID,门店名称,品牌名称,服务质量,教师节总订单,七夕总订单,教师节取消订单率,七夕取消订单率,教师节非异订单率,七夕非异订单率,最大小时接单量,12月24日20分钟最大接单量（测算参考值）,12月31日20分钟最大接单量（测算参考值）,12月24日订单量预估,12月25日-1月1日预估（该段时间内均按照此阈值限定）,12月24日（N单/每20分钟）,12月25日-1月1日（N单/每20分钟）,体检分
9688538,MissYou花艺工作室,花生活,红色预警,1,31,0,0.516129032,0,0.387096774,7,2,2,21.7,13,,,65
8280405,花生活鲜花（臻挚花艺馆）,花生活,红色预警,0,12,0,0.833333333,0,0.666666667,4,2,2,8.4,5,,,58
6132769,花生活鲜花（艾洛芙花坊）,花生活,红色预警,5,25,0,0.24,0,0.24,6,2,2,17.5,11,,,87
8866729,花语轩（七夕情人节，表白，鲜花）,花生活,0,4,98,0,0.040816327,0,0.040816327,16,4,6,68.6,41,,,81
9363285,花花小姐（七夕情人节，表白，鲜花）,花生活,红色预警,0,27,1,0.518518519,1,0.37037037,5,2,2,18.9,11,,,60
7392788,花生活鲜花（非凡花艺）,花生活,0,12,29,0.222222222,0,0.333333333,0.068965517,4,2,2,20.3,12,,,82
9228345,同城花艺（七夕情人节，告白，生日）,花生活,红色预警,0,18,1,0.166666667,0.6,0.111111111,4,2,2,12.6,8,,,77
7545489,花生活鲜花（花草堂鲜花店）,花生活,红色预警,7,69,0.333333333,0.217391304,0.166666667,0.188405797,9,2,3,48.3,29,,,67
8357592,花生活鲜花（花心思花艺贵阳店）,花生活,橙色预警,0,58,1,0.172413793,1,0.051724138,15,3,5,40.6,25,,,63
8278324,花生活鲜花（翊渡花舍鲜花店）,花生活,红色预警,0,3,0,1,0,1,2,2,2,2.1,1,,,52
8089012,花生活鲜花（三爷花店）,花生活,0,14,76,0.076923077,0.052631579,0.076923077,0.078947368,11,3,4,53.2,32,,,93
9629137,久久花艺（七夕节日，表白，鲜花）,花生活,红色预警,6,10,0.142857143,0.3,0,0.2,2,2,2,7,4,,,69
4742557,花生活鲜花（陌上花开株洲店）,花生活,0,4,20,0.5,0.05,0.25,0,3,2,2,14,8,,,70
9131459,花心花卉（七夕情人节，礼物，鲜花）,花生活,0,13,48,0,0,0,0.041666667,9,2,4,33.6,20,,,84
7264472,花生活鲜花（花朝鲜花店）,花生活,红色预警,0,34,1,0.352941176,1,0.205882353,5,2,2,0,0,0,0,58
9529967,春拾花兿·七夕鲜花,花生活,0,11,14,0,0,0,0.071428571,4,2,2,9.8,6,,,73
7022276,花生活鲜花（姐姐的花店）,花生活,黄色预警,7,25,0,0.04,0,0.12,4,2,2,17.5,11,,,78
9108413,鸿恩花行（七夕节日，表白，鲜花）,花生活,红色预警,6,17,0,0.176470588,0.25,0.058823529,5,2,2,11.9,7,,,77
9138122,圣洁鲜花（七夕节日，表白，鲜花）,花生活,0,5,12,0.285714286,0.083333333,0,0,2,2,2,8.4,5,,,64
9715468,花唯媒,花生活,红色预警,2,25,0.5,0.36,0,0.32,4,2,2,17.5,11,,,81
9221114,有间花坊（七夕情人节，表白，鲜花）,花生活,0,15,34,0.083333333,0.029411765,0,0.088235294,12,3,5,23.8,14,,,86
9803683,乐乐花坊,花生活,0,3,2,0,0,0,0,1,2,2,1.4,1,,,67
8776857,盛世情缘花店（七夕预定，表白，鲜花）,花生活,黄色预警,9,32,0,0.09375,0,0.1875,6,2,2,22.4,13,,,82
9566668,花花花鲜花店·七夕鲜花,花生活,黄色预警,2,19,0,0.052631579,0,0.210526316,3,2,2,13.3,8,,,85
9412870,时简鲜花店·七夕鲜花,花生活,红色预警,1,9,0.5,0.444444444,0.5,0.222222222,2,2,2,6.3,4,,,60
8207119,花生活鲜花（温馨花屋鲜花店）,花生活,红色预警,0,8,0,0.125,0,0,3,2,2,5.6,4,,,61
7514883,花生活鲜花（倾城花屋）,花生活,橙色预警,9,16,0.428571429,0.1875,0.285714286,0.1875,4,2,2,11.2,7,,,75
7642072,花生活鲜花（花花世界安顺店）,花生活,红色预警,2,10,0.333333333,0.5,0.333333333,0.4,4,2,2,7,4,,,63
9599507,卡斯曼花艺蛋糕（七夕情人节，礼物，鲜花）,花生活,黄色预警,1,7,0.5,0,0,0.142857143,1,2,2,4.9,3,,,66
7994671,花生活鲜花（爱花坊鲜花店）,花生活,红色预警,3,13,0,0.153846154,0,0.076923077,7,2,2,9.1,5,,,81
9393939,锦喜汇2花艺婚庆,花生活,黄色预警,2,37,0,0,0,0.135135135,7,2,3,25.9,16,,,71
9805717,陶莉花艺,花生活,红色预警,0,5,0,0.6,0,0.8,2,2,2,3.5,2,,,60
8437927,花生活鲜花（倾城花坊）,花生活,0,0,4,1,0,1,0,1,2,2,2.8,2,,,58
8588170,天天鲜花,花生活,红色预警,0,10,0,0.5,0,0.4,4,2,2,7,4,,,67
4304946,花生活鲜花（城市花坊）,花生活,0,3,12,0.5,0.083333333,0.25,0,3,2,2,8.4,5,,,62
8801129,浪漫人生婚庆（七夕情人节，表白，鲜花）,花生活,黄色预警,0,7,1,0.142857143,0.333333333,0.142857143,3,2,2,4.9,3,,,67
7166112,花生活鲜花（蒂留香花艺）,花生活,红色预警,0,3,0,0.333333333,0,0.333333333,1,2,2,2.1,1,,,57
8958027,芙蓉仙鲜花店（七夕情人节，礼物，鲜花）,花生活,红色预警,9,22,0,0.045454545,0.166666667,0.272727273,8,2,3,15.4,9,,,85
9691750,昕悦花房,花生活,0,0,3,1,0,1,0,1,2,2,2.1,1,,,58
9490946,初心花坊·七夕鲜花,花生活,橙色预警,6,21,0,0.19047619,0,0.142857143,4,2,2,14.7,9,,,73
9288508,时尚花艺（七夕情人节，告白，生日）,花生活,红色预警,1,1,0,1,0,1,1,2,2,0.7,1,,,76
9785818,蒂留香花艺,花生活,红色预警,0,21,0,0.428571429,0,0.619047619,6,2,2,14.7,9,,,63
7317972,花生活鲜花（知音花艺）,花生活,红色预警,5,7,0,0,0,0.285714286,4,2,2,4.9,3,,,71
7428704,花生活鲜花（水晶之恋花坊）,花生活,红色预警,1,2,0,0,0,0,1,2,2,1.4,1,,,69
9705211,眉州花艺,花生活,红色预警,2,3,0,0.333333333,0,0.333333333,1,2,2,2.1,1,,,64
8801128,后花园花艺（七夕预定，表白，鲜花）,花生活,蓝色预警,12,81,0.142857143,0.098765432,0.285714286,0.135802469,9,2,3,56.7,34,,,88
2880558,花生活鲜花（创意花坊）,花生活,红色预警,7,71,0,0.084507042,0,0.070422535,9,2,3,49.7,30,,,74
9766742,忆花谷,花生活,红色预警,0,11,0,0.272727273,0,0.363636364,3,2,2,7.7,5,,,55
6773784,花生活鲜花（缤纷花屋）,花生活,黄色预警,8,25,0,0.08,0,0.16,4,2,2,17.5,11,,,86
9475394,时空花盟花艺馆·七夕鲜花,花生活,橙色预警,4,31,0.428571429,0.193548387,0.142857143,0.129032258,6,2,2,21.7,13,,,73
9466737,花言草语·七夕鲜花,花生活,蓝色预警,22,58,0,0.086206897,0,0.068965517,7,2,3,40.6,25,,,88
9415375,远尚花卉（七夕情人节，表白，鲜花）,花生活,红色预警,0,30,0,0.133333333,0,0.433333333,6,2,2,21,13,,,64
7622475,花生活鲜花（爱花人）,花生活,红色预警,6,4,0,0.25,0,0,2,2,2,2.8,2,,,78
8958034,一心花社·七夕鲜花,花生活,红色预警,1,8,0.857142857,1,0.571428571,1,2,2,2,5.6,4,,,62
9466729,爱尚花艺鲜花,花生活,红色预警,4,70,0.4,0.428571429,0.4,0.428571429,7,2,2,49,29,,,82
6956267,花生活鲜花（佳人婚庆店）,花生活,红色预警,3,29,0,0.172413793,0,0.24137931,7,2,2,20.3,12,,,67
8709968,听雨花坊（七夕情人节，表白，鲜花）,花生活,红色预警,0,12,0,0.666666667,0,0.666666667,4,2,2,8.4,5,,,58
9713962,琪琪花店,花生活,红色预警,1,16,0.5,0.3125,0.5,0.25,4,2,2,11.2,7,,,65
7642070,花生活鲜花（麦子花艺馆）,花生活,红色预警,0,22,0,0.090909091,0,0.136363636,7,2,2,15.4,9,,,59
9629136,左明利鲜花店（七夕节日，表白，鲜花）,花生活,红色预警,1,16,0,0.4375,0,0.3125,4,2,2,11.2,7,,,74
9426611,蝶之恋花坊（七夕情人节，礼物，鲜花）,花生活,橙色预警,10,55,0,0.145454545,0.222222222,0.218181818,11,2,4,38.5,23,,,85
7310188,花梦谷花卉（七夕节日，表白，鲜花）,花生活,橙色预警,3,16,0,0.125,0.5,0,3,2,2,11.2,7,,,73
9616924,那一朵花店,花生活,蓝色预警,4,11,0,0.090909091,0,0,2,2,2,7.7,5,,,78
8959451,花样屋·七夕鲜花,花生活,蓝色预警,4,10,0.555555556,0.1,0.333333333,0.1,2,2,2,7,4,,,62
9615411,花生活鲜花（爱丽丝）,花生活,红色预警,0,19,0,0.421052632,0,0.473684211,3,2,2,13.3,8,,,63
9477388,今朝有约（七夕预定，表白，鲜花）,花生活,红色预警,0,3,0,0.666666667,0,0,1,2,2,2.1,1,,,56
9580569,花伴鲜花,花生活,蓝色预警,5,35,0,0.057142857,0,0.114285714,7,2,3,24.5,15,,,83
6882162,花生活鲜花（七里香花艺）,花生活,红色预警,0,10,1,0.5,1,0.5,2,2,2,7,4,,,58
8822565,栗子花店（七夕预定，表白，鲜花）,花生活,0,12,15,0.2,0.066666667,0,0,3,2,2,10.5,7,,,77
9271170,花生活鲜花（菲菲花坊）,花生活,红色预警,4,41,0,0.048780488,0,0.073170732,9,2,3,28.7,17,,,89
9665018,鹏瞩花业,花生活,黄色预警,9,25,0,0.04,0,0.16,4,2,2,17.5,11,,,79
8278322,花生活鲜花（岭铖花坊）,花生活,红色预警,7,19,0.125,0.263157895,0.125,0.157894737,6,2,2,13.3,8,,,66
9553653,芳华花艺（七夕情人节，礼物，鲜花）,花生活,0,4,26,0,0.038461538,0,0.076923077,5,2,2,18.2,11,,,89
8902548,幸福花店（七夕预定，表白，鲜花）,花生活,红色预警,6,42,0.428571429,0.428571429,0.142857143,0.5,10,2,3,29.4,17,,,78
7690567,花生活鲜花（温馨花店）,花生活,红色预警,23,78,0,0.012820513,0.214285714,0.012820513,13,3,4,54.6,33,,,79
9346988,花溪畔花艺生活馆,花生活,蓝色预警,11,15,0.125,0.066666667,0,0.133333333,2,2,2,10.5,7,,,70
8588168,石林花之缘花艺·七夕鲜花,花生活,黄色预警,3,44,0,0.090909091,0,0.159090909,7,2,3,30.8,19,,,88
8595633,小玲盆栽鲜花店,花生活,红色预警,4,8,0.5,0.25,0.5,0.125,2,2,2,5.6,4,,,59
7166110,花生活鲜花（花香鲜花店）,花生活,0,17,31,0.076923077,0,0.230769231,0.064516129,7,2,3,21.7,13,,,83
7392899,花生活鲜花（花房姑娘鲜花店）,花生活,红色预警,1,15,1,0.466666667,0,0.333333333,4,2,2,10.5,7,,,64
8803763,花唯媒,花生活,红色预警,4,4,0,1,0,1,2,2,2,2.8,2,,,68
3174325,花生活鲜花（乐派花艺）,花生活,红色预警,4,3,0.875,0.333333333,0.625,0.666666667,1,2,2,2.1,1,,,63
9469052,花堡·七夕鲜花,花生活,红色预警,3,28,0.4,0.678571429,0,0.535714286,10,2,3,19.6,12,,,68
7514890,花生活鲜花（金蔷薇时尚花艺）,花生活,0,6,42,0,0.023809524,0,0.047619048,6,2,3,29.4,17,,,71
9356230,陌上花开,花生活,红色预警,2,9,0,0.555555556,0,0.444444444,3,2,2,6.3,4,,,85
5630285,呆子花艺（七夕预定，告白，生日）,花生活,红色预警,2,22,0.666666667,0.409090909,0.5,0.545454545,7,2,2,15.4,9,,,60
5056286,花生活鲜花（撒罗米园艺）,花生活,红色预警,2,2,0,0,0.5,0,1,2,2,1.4,1,,,68
6826772,花生活鲜花（倾城时光鲜花）,花生活,0,4,20,0,0,0,0.05,5,2,2,14,8,,,90
9723612,艾诺鲜花（七夕预定，告白，生日，礼物鲜花）,花生活,红色预警,3,16,0.5,0.0625,0,0.3125,4,2,2,11.2,7,,,78
9615402,沾花惹草（七夕情人节，表白，鲜花）,花生活,0,1,2,0,0,0,0,1,2,2,1.4,1,,,69
6773719,花生活鲜花（好百年婚庆）,花生活,0,0,2,0,0,0,0,1,2,2,1.4,1,,,57
8462158,花生活鲜花（鲜花花之语气球DIY）,花生活,红色预警,1,10,0.666666667,0.6,0.666666667,0.5,3,2,2,7,4,,,59
2019807,花生活鲜花（爱荷花坊）,花生活,红色预警,1,12,0.5,0.75,1,0.25,6,2,2,8.4,5,,,56
3027069,花生活鲜花（艺都鲜花）,花生活,红色预警,3,11,0,0.545454545,0,0.454545455,4,2,2,7.7,5,,,66
9653439,倾城花艺,花生活,橙色预警,4,4,0,0,0,0.25,2,2,2,2.8,2,,,74
9267511,花儿朵朵,花生活,红色预警,0,3,0,0.666666667,0,0.666666667,1,2,2,2.1,1,,,55
9629175,心连心鲜花婚庆（七夕情人节，表白，鲜花）,花生活,红色预警,0,2,1,0.5,1,0,2,2,2,1.4,1,,,59
9531959,佳缘花艺（鲜花，绿植，生日，表白）,花生活,0,1,31,0,0,0,0.096774194,7,2,3,21.7,13,,,77
9534946,花好月圆（七夕情人节，告白，鲜花）,花生活,黄色预警,1,13,0,0.153846154,0,0.153846154,4,2,2,9.1,5,,,79
9687535,花漾人生·七夕鲜花,花生活,0,5,19,0,0,0,0.052631579,3,2,2,13.3,8,,,88
9448534,时光?花里鲜花店,花生活,0,6,28,0.142857143,0,0,0.071428571,4,2,2,19.6,12,,,82
6579105,花生活鲜花（经典鲜花蛋糕）,花生活,0,7,14,0,0.071428571,0.5,0,2,2,2,9.8,6,,,69
2174771,花生活鲜花（九零花坊）,花生活,0,0,20,0,0.05,0,0.1,4,2,2,14,8,,,70
6305029,花生活鲜花（庆祝花卉）,花生活,黄色预警,17,168,0.153846154,0.101190476,0.076923077,0.011904762,19,4,6,117.6,71,,,88
9415374,情之缘花店（七夕情人节，告白，生日）,花生活,黄色预警,1,37,0,0.108108108,0,0.054054054,6,2,2,25.9,16,,,77
7022274,花生活鲜花（唯爱花坊）,花生活,蓝色预警,4,27,0,0.074074074,0,0.111111111,5,2,2,18.9,11,,,80
7514881,花生活鲜花（小简花艺工作室）,花生活,0,5,60,0,0.016666667,0,0.05,10,3,4,42,25,,,83
9599505,千寻花道生活馆（七夕情人节，告白，生日）,花生活,红色预警,0,11,0,0.636363636,0,0.545454545,2,2,2,7.7,5,,,73
9775252,如意鲜花婚庆,花生活,蓝色预警,3,52,0,0.019230769,1,0.115384615,9,2,3,36.4,22,,,67
7545487,花生活鲜花（雨辉花店）,花生活,红色预警,4,14,0.25,0.071428571,0,0.428571429,3,2,2,9.8,6,,,84
9217388,花坞鲜花绿植店,花生活,红色预警,2,32,0.666666667,0.3125,0.666666667,0.21875,7,2,2,22.4,13,,,56
8801127,青艺鲜花（七夕情人节，表白，鲜花）,花生活,蓝色预警,1,13,0,0.076923077,0,0.076923077,3,2,2,9.1,5,,,68
9636926,花为媒鲜花店,花生活,蓝色预警,7,37,0.333333333,0.081081081,0.333333333,0.135135135,7,2,3,25.9,16,,,73
9720070,花妍花语·七夕鲜花,花生活,黄色预警,11,40,0.5,0.15,0,0.05,10,2,3,28,17,,,82
8755682,琪琪花店（七夕情人节，表白，鲜花）,花生活,红色预警,6,38,0.142857143,0.236842105,0,0.210526316,6,2,2,26.6,16,,,86
9075074,二棵树花店（七夕预定，表白，鲜花）,花生活,黄色预警,1,19,0,0.157894737,0,0.210526316,3,2,2,13.3,8,,,78
9688007,芳汀花店·七夕鲜花,花生活,红色预警,0,31,1,0.129032258,0.5,0.387096774,5,2,2,21.7,13,,,70
9268478,花甜蜜（花生活鲜花店）,花生活,红色预警,0,5,0,0.6,0,0.2,1,2,2,3.5,2,,,59
8357582,花生活鲜花（遇见BEAUTY）,花生活,0,22,56,0.05,0.035714286,0,0.035714286,9,2,4,39.2,23,,,83
3562612,花生活鲜花（俪缘摆渡人）,花生活,红色预警,0,1,0,0,0,0,1,2,2,0.7,1,,,57
9047238,浪漫花坊（七夕情人节，礼物，鲜花）,花生活,橙色预警,5,10,0.2,0,0,0,3,2,2,7,4,,,83
9688536,花漾人生花店·七夕鲜花,花生活,红色预警,0,17,0,0.764705882,0,0.411764706,10,2,3,11.9,7,,,67
1971869,花生活鲜花（嘿花哨花艺）,花生活,黄色预警,3,30,0,0.1,0,0,5,2,2,21,13,,,71
8437925,花生活鲜花（花间密码鲜花店）,花生活,红色预警,0,3,0,0.666666667,0,0.333333333,1,2,2,2.1,1,,,61
9724666,壬癸鲜花,花生活,红色预警,2,27,0,0.296296296,0,0.296296296,4,2,2,18.9,11,,,86
6626527,花生活鲜花（博雅鲜花店）,花生活,0,15,35,0,0.057142857,0,0.028571429,8,2,3,24.5,15,,,71
8958944,小燕子花艺（七夕情人节，礼物，鲜花）,花生活,红色预警,0,7,0,0.285714286,0,0.285714286,2,2,2,4.9,3,,,57
8755674,浪漫今生（七夕预定，表白，鲜花）,花生活,橙色预警,0,10,0,0.2,0,0.2,2,2,2,7,4,,,59
9687574,遇见花艺馆,花生活,红色预警,0,5,0,0.4,0,0.2,5,2,2,3.5,2,,,60
9346979,有家花店（七夕节日，表白，鲜花）,花生活,红色预警,2,2,0,0.5,0.5,0.5,1,2,2,1.4,1,,,68
8755677,花开一束·七夕鲜花,花生活,0,5,76,0,0.065789474,0,0.065789474,9,2,4,53.2,32,,,89
9705212,唯美花艺,花生活,橙色预警,3,34,0,0.205882353,0,0.205882353,7,2,2,23.8,14,,,86
7392902,花生活鲜花（花先生鲜花店）,花生活,红色预警,4,33,0.875,0.545454545,0.75,0.575757576,6,2,2,23.1,14,,,74
9620569,弗洛拉·七夕鲜花,花生活,红色预警,2,20,0.666666667,0.25,0.166666667,0.15,3,2,2,14,8,,,63
8278460,花生活鲜花（乐陵鲜花店）,花生活,橙色预警,5,56,0,0.125,0,0.214285714,18,3,5,39.2,23,,,84
9230141,情之缘鲜花超市,花生活,0,0,31,0,0,0,0,6,2,3,21.7,13,,,71
8207112,花生活鲜花（书悦花卉）,花生活,红色预警,11,51,0,0.098039216,0.5,0.078431373,8,2,3,35.7,22,,,78
9047506,花点时间（七夕节日，表白，鲜花）,花生活,红色预警,0,7,1,0.571428571,1,0.571428571,3,2,2,4.9,3,,,60
6773939,花生活鲜花（四季花苑）,花生活,0,23,61,0,0.016393443,0,0.049180328,9,2,4,42.7,26,,,91
8284386,花生活鲜花（花界花店）,花生活,蓝色预警,22,92,0.058823529,0.065217391,0.058823529,0.119565217,15,3,5,64.4,38,,,91
9421703,遇见你花艺,花生活,红色预警,2,26,0.5,0.461538462,0.5,0.269230769,5,2,2,18.2,11,,,67
8588171,心梦花艺,花生活,0,0,1,0,0,0,0,1,2,2,0.7,1,,,60
9810227,爱之漫,花生活,黄色预警,1,7,0,0.142857143,0,0.142857143,2,2,2,4.9,3,,,69
9586799,有间花店（七夕情人节，告白，生日）,花生活,红色预警,5,53,0.428571429,0.301886792,0.285714286,0.169811321,11,2,3,37.1,22,,,76
9393932,心语鲜花,花生活,橙色预警,0,16,0,0.125,0,0.1875,4,2,2,11.2,7,,,59
5860472,花生活鲜花（六月花坊）,花生活,橙色预警,0,37,0,0.216216216,0,0.216216216,10,2,3,25.9,16,,,76
8364417,花生活鲜花（花恋社花艺）,花生活,红色预警,5,89,0,0.168539326,0.5,0.101123596,13,3,4,62.3,37,,,75
6826710,花生活鲜花（LOVE鲜花店）,花生活,黄色预警,2,20,0,0.15,0,0.1,3,2,2,14,8,,,74
9272478,韦爵爷生活花艺馆（七夕节日，表白，鲜花）,花生活,0,7,13,0,0.076923077,0,0.076923077,2,2,2,9.1,5,,,70
8488489,爱花居晴儿鲜花（七夕情人节，告白，生日）,花生活,蓝色预警,8,84,0.142857143,0.023809524,0,0.05952381,17,4,6,58.8,35,,,90
9346982,忆花时间（七夕情人节，礼物，鲜花）,花生活,蓝色预警,16,27,0.2,0.037037037,0,0.148148148,7,2,3,18.9,11,,,83
7280704,花生活鲜花（槿妍花舍）,花生活,橙色预警,4,4,0.2,0,0.2,0.25,1,2,2,2.8,2,,,74
833749,花生活鲜花（卉轩鲜花礼品店）,花生活,0,8,12,0.2,0,0.2,0.083333333,4,2,2,8.4,5,,,64
9074934,公园鲜花店,花生活,0,1,2,0.75,0,0.25,0,2,2,2,1.4,1,,,58
9608756,时光花里,花生活,0,6,2,0,0,0,0,1,2,2,1.4,1,,,70
9348647,欣悦花坊（七夕情人节，礼物，鲜花）,花生活,蓝色预警,11,35,0,0.114285714,0,0.114285714,6,2,2,24.5,15,,,69
8959308,鲜花屋婚庆馆·七夕鲜花,花生活,黄色预警,14,67,0.2,0.134328358,0.266666667,0.194029851,10,2,3,46.9,28,,,73
9797278,花芊谷花艺七夕花店,花生活,红色预警,0,3,0,0.333333333,0,0.333333333,1,2,2,0,0,0,0,56
9687530,一朵花艺,花生活,0,4,2,0,0,0,0,1,2,2,1.4,1,,,69
9217392,维维花坊,花生活,0,2,3,0.666666667,0,0.333333333,0,1,2,2,2.1,1,,,72
9586880,幸福满屋花艺·七夕鲜花,花生活,红色预警,1,15,0,0.2,0,0.333333333,5,2,2,10.5,7,,,80
6773722,花生活鲜花（名缘花卉）,花生活,0,0,4,0,0,0,0,1,2,2,2.8,2,,,63
9619424,天天鲜花婚庆（七夕情人节，告白，生日）,花生活,红色预警,0,4,0,0.25,0,0,2,2,2,2.8,2,,,64
9704571,铭铭花店,花生活,红色预警,3,13,0,0.153846154,0,0.384615385,4,2,2,9.1,5,,,79
9608869,海霞花艺,花生活,红色预警,0,6,1,0.166666667,0,0.333333333,3,2,2,4.2,2,,,80
6773714,花生活鲜花（诚信花卉）,花生活,0,4,13,0,0,0,0.076923077,5,2,2,9.1,5,,,79
9608765,栋梁花卉·七夕鲜花,花生活,红色预警,0,5,0,0,0,0.4,3,2,2,3.5,2,,,72
7427904,花生活鲜花（我在等你）,花生活,红色预警,0,2,0,0.5,0,0.5,1,2,2,1.4,1,,,71
9602239,花语堂花店（七夕情人节，告白，鲜花）,花生活,红色预警,1,3,0,1,0,0.666666667,2,2,2,2.1,1,,,72
8364416,花生活鲜花（美之缘鲜花店）,花生活,红色预警,2,12,0.6,0.25,0.4,0.083333333,3,2,2,8.4,5,,,59
9221396,悦尚鲜花（建设路店）,花生活,红色预警,2,29,0,0.275862069,0,0.137931034,6,2,2,20.3,12,,,76
9472367,160花艺（七夕预定，表白，鲜花）,花生活,0,0,18,0,0.055555556,0,0,5,2,2,12.6,8,,,60
4363389,花生活鲜花（意达鲜花店）,花生活,0,8,132,0,0.03030303,0,0.083333333,27,6,10,92.4,55,,,88
9647338,玫瑰园,花生活,红色预警,1,3,0.875,0.333333333,0.625,0.333333333,2,2,2,2.1,1,,,74
7392893,花生活鲜花（百花轩）,花生活,橙色预警,7,22,0.4,0.090909091,0.3,0.227272727,3,2,2,15.4,9,,,71
9230140,花花世界鲜花坊（七夕情人节，礼物，鲜花）,花生活,0,1,15,0,0.066666667,0,0.066666667,5,2,2,10.5,7,,,81
8250905,花生活鲜花（FLOWER鲜花）,花生活,蓝色预警,17,64,0,0.078125,0,0.109375,12,3,4,44.8,27,,,88
9624708,花开时间,花生活,黄色预警,4,25,0,0.08,0,0.16,7,2,3,17.5,11,,,80
8278268,花生活鲜花（慧宇花屋）,花生活,黄色预警,1,22,0,0.136363636,0,0.045454545,3,2,2,15.4,9,,,78
9620568,爱都花艺·七夕鲜花,花生活,红色预警,0,15,0,0.2,0,0,4,2,2,10.5,7,,,62
4473272,花生活鲜花（祥瑞花艺坊）,花生活,红色预警,18,23,0,0.47826087,0,0.434782609,3,2,2,16.1,10,,,75
9608764,花阁·七夕鲜花,花生活,红色预警,3,18,0.25,0.388888889,0,0.333333333,3,2,2,12.6,8,,,82
9599508,时尚鲜花·七夕鲜花,花生活,橙色预警,1,23,0,0.173913043,0,0.260869565,4,2,2,16.1,10,,,71
7166264,花生活鲜花（花开相爱）,花生活,黄色预警,18,21,0,0.047619048,0.6,0.095238095,3,2,2,14.7,9,,,78
6704550,花生活鲜花（萌宠一花语）,花生活,红色预警,1,5,1,0.4,1,0.4,2,2,2,3.5,2,,,58
7545490,花生活鲜花（尚品花艺）,花生活,红色预警,0,12,0,0.25,0,0.166666667,2,2,2,8.4,5,,,60
9111024,点点花语（七夕情人节，表白，鲜花）,花生活,0,10,18,0,0,0,0,3,2,2,12.6,8,,,82
5379291,花生活鲜花（心怡花店）,花生活,红色预警,14,80,0,0.075,0,0.0125,12,2,4,56,34,,,81
8986583,馨语鲜花（七夕预定，表白，鲜花）,花生活,橙色预警,3,38,0,0.131578947,0,0.157894737,9,2,3,26.6,16,,,83
6773713,花生活鲜花（哈尔滨鲜花批发）,花生活,蓝色预警,1,9,1,0.111111111,1,0,4,2,2,6.3,4,,,66
6967767,花生活鲜花（花掌门）,花生活,0,6,12,0.333333333,0.083333333,0.166666667,0.083333333,2,2,2,8.4,5,,,80
9687529,湘湘鲜花坊（柴岗分店）,花生活,红色预警,0,4,1,0.75,0,0.25,1,2,2,2.8,2,,,64
7994663,花生活鲜花（爱轩花艺）,花生活,红色预警,2,13,0,0.461538462,0,0.384615385,6,2,2,9.1,5,,,77
7514884,花生活鲜花（启缘花店）,花生活,红色预警,2,27,0,0.259259259,0,0.259259259,4,2,2,18.9,11,,,64
8222414,花生活鲜花（如意花坊贵阳店）,花生活,黄色预警,17,27,0.071428571,0.148148148,0.571428571,0,5,2,2,18.9,11,,,69
7514892,花生活鲜花（花缘轩）,花生活,红色预警,17,41,0.111111111,0.12195122,0.222222222,0.097560976,10,2,3,28.7,17,,,79
9704579,品尚花店,花生活,红色预警,0,7,0,0.428571429,0,0.142857143,2,2,2,4.9,3,,,58
9217391,茗馨花坊（七夕情人节，告白，鲜花）,花生活,红色预警,2,26,0,0.269230769,0,0.153846154,7,2,2,18.2,11,,,75
7349051,花生活鲜花（花聚花艺馆）,花生活,红色预警,2,27,0,0.185185185,0,0.333333333,5,2,2,18.9,11,,,88
9393931,花开娜时花卉·七夕鲜花,花生活,黄色预警,5,36,0.5,0.111111111,0,0.083333333,12,3,4,25.2,15,,,77
7392901,花生活鲜花（挚爱一生鲜花店）,花生活,红色预警,2,9,0.666666667,0.666666667,0.666666667,0.333333333,2,2,2,6.3,4,,,59
8207111,花生活鲜花（有家花店）,花生活,红色预警,1,19,0,0.421052632,0,0.368421053,3,2,2,13.3,8,,,62
8709976,梵西花艺定制·七夕鲜花,花生活,蓝色预警,4,14,0,0.142857143,0,0.142857143,4,2,2,9.8,6,,,73
6773938,花生活鲜花（玫瑰花坊）,花生活,黄色预警,8,45,0,0.133333333,0,0.133333333,7,2,3,31.5,19,,,72
8471425,花生活鲜花（浓淋香花艺）,花生活,红色预警,2,12,0,0.833333333,0,0.5,2,2,2,8.4,5,,,70
9267505,爱吧鲜花店,花生活,红色预警,4,20,0,0.3,0,0.45,4,2,2,14,8,,,69
9228346,那朵花儿·七夕鲜花,花生活,0,3,17,0,0,0,0,4,2,2,11.9,7,,,71
5788642,花生活鲜花（花家花艺鲜花店）,花生活,0,1,1,0,0,0,0,1,2,2,0.7,1,,,67
8357593,花生活鲜花（花源花卉）,花生活,0,3,9,0,0,0,0,2,2,2,6.3,4,,,82
9771492,四叶草花坊,花生活,红色预警,2,8,0,0.25,0,0.125,3,2,2,5.6,4,,,69
9636929,发连花艺（七夕预定，表白，鲜花）,花生活,红色预警,0,9,0,0.444444444,0,0.666666667,4,2,2,6.3,4,,,58
5345425,花生活鲜花（花稼之约鲜花）,花生活,红色预警,2,17,0,0,0,0.117647059,9,2,3,11.9,7,,,86
9230084,花园鲜花（七夕预定，表白，鲜花）,花生活,红色预警,0,4,0,0,0,0.25,2,2,2,2.8,2,,,58
9228402,花之舞花艺,花生活,红色预警,1,1,0.5,1,1,1,1,2,2,0.7,1,,,54
